
TEAM_1,TEAM_2,NO_OF_MATCHES,TEAM_1_WIN_COUNT,TEAM_2_WIN_COUNT,TEAM_1_OVERTIME_WINS,TEAM_2_OVERTIME_WINS,AVG_TEAM_1_PENALTIES,AVG_TEAM_2_PENALTIES,TEAM_1_PLAYOFF_WINS,TEAM_2_PLAYOFF_WINS,TEAM_1_AVG_GOALS_PER_MATCH,TEAM_2_AVG_GOALS_PER_MATCH,TEAM_1_AVG_GOAL_PERCENTAGE,TEAM_2_AVG_GOAL_PERCENTAGE
SJS,EDM,9,1,8,0,3,2.888889,2.777778,0,0,2,4.444444,0.07015544444,0.1184143333
WSH,BOS,66,40,26,13,6,4.075758,4,6,7,2.80303,2.575758,0.09693137879,0.08591380303
T.B,ARI,18,11,7,1,0,3.722222,4.166667,0,0,3.277778,2.666667,0.1061985,0.09135916667
PIT,OTT,60,37,23,5,6,4.75,5.066667,12,5,3.5,2.85,0.1049687,0.098184
WPG,L.A,21,10,11,3,2,3.714286,3.52381,0,0,2.428571,2.619048,0.08332742857,0.08587271429
PHI,NYR,78,35,43,6,4,4.615385,4.576923,3,4,2.397436,2.833333,0.08125884615,0.09822746154
COL,BOS,22,13,9,2,1,3.818182,4.227273,0,0,2.590909,2.681818,0.09162077273,0.08913890909
NYR,CHI,23,13,10,3,1,3.652174,2.956522,0,0,2.782609,2.608696,0.09865334783,0.09100991304
MTL,BUF,59,29,30,7,10,4.101695,3.898305,0,0,2.610169,2.474576,0.08492977966,0.08118605085
N.J,BOS,46,17,29,5,6,3.282609,3.586957,0,0,1.826087,2.673913,0.06473497826,0.09208152174
FLA,CHI,33,16,17,4,5,3.969697,3.454545,0,0,2.939394,2.939394,0.09645912121,0.09831169697
EDM,CGY,79,35,44,2,6,4.607595,4.822785,3,1,3.050633,3.227848,0.1034041139,0.1005206203
MTL,CGY,35,17,18,4,2,4.142857,3.571429,0,0,2.342857,2.714286,0.08607628571,0.08616788571
TOR,PIT,45,21,24,3,5,3.644444,4.333333,0,0,2.955556,3.111111,0.1037363111,0.09783948889
TOR,CAR,45,19,26,4,4,3.8,3.666667,0,0,2.866667,3.177778,0.09758553333,0.09751124444
COL,ANA,54,24,30,5,6,4.037037,4.481481,0,0,2.851852,2.981481,0.09086759259,0.1024003148
L.A,ARI,58,31,27,5,3,4.017241,3.948276,1,1,2.706897,2.448276,0.08787184483,0.09219763793
CHI,CGY,52,31,21,5,7,3.692308,3.826923,4,2,3.346154,2.692308,0.1188409038,0.08734126923
NSH,NYI,22,15,7,2,2,3.636364,3.090909,0,0,3.454545,2.5,0.1206102273,0.09045068182
T.B,OTT,45,23,22,5,6,5.177778,5.022222,0,0,3.022222,3.088889,0.09929444444,0.1018096222
WPG,N.J,19,13,6,2,3,3.421053,2.736842,0,0,3,2.157895,0.1094135263,0.0830631579
WPG,DAL,38,20,18,3,4,4.631579,4.263158,0,0,3.473684,3,0.1186772105,0.09375052632
N.J,FLA,46,23,23,6,6,3.891304,3.717391,4,3,2.782609,2.652174,0.1002569783,0.09908517391
NYR,NJD,15,7,8,2,2,3.733333,3.8,3,4,2.733333,2.866667,0.09776673333,0.09345973333
OTT,CGY,35,15,20,2,3,3.971429,4.2,0,0,2.885714,3.171429,0.1016728857,0.1019769429
NYI,ATL,12,5,7,1,1,4.5,4.583333,0,0,3.25,3.5,0.10323775,0.1315826667
STL,CAR,23,10,13,3,2,3.565217,3.391304,0,0,2.565217,2.913043,0.09096608696,0.09941147826
N.J,COL,19,6,13,2,2,3.842105,3.736842,0,0,1.631579,2.473684,0.05330663158,0.08723536842
DET,ANA,49,29,20,8,5,4.122449,4.77551,8,5,2.836735,2.469388,0.08708665306,0.0870327551
VGK,ANA,29,23,6,5,1,2.965517,3.517241,0,0,3.758621,2.103448,0.1092581034,0.08488068965
WSH,BUF,49,34,15,9,4,3.469388,3.061224,0,0,3.122449,2.612245,0.09859616326,0.08966626531
VGK,FLA,14,9,5,0,2,3.285714,4,4,1,4.142857,2.642857,0.124997,0.09072514286
T.B,COL,20,9,11,2,4,4.3,3.95,0,0,2.95,2.8,0.09176255,0.10653985
OTT,ARI,20,9,11,1,2,3.9,3.95,0,0,3.6,3.35,0.10524765,0.121525
MIN,ANA,51,28,23,8,2,3.568627,4.333333,0,0,2.666667,2.392157,0.08747088235,0.08864413726
T.B,NSH,26,12,14,4,2,4.153846,4.192308,0,0,3,3.230769,0.1012736538,0.1217775769
DAL,BOS,23,6,17,2,3,4.652174,4.608696,0,0,2.26087,3.130435,0.075608,0.099816
PIT,ATL,12,11,1,1,0,5.75,5.166667,0,0,4,2.083333,0.14150775,0.07517866667
L.A,EDM,49,35,14,6,2,3.918367,3.959184,0,0,3.163265,2.102041,0.1006917347,0.07689518367
WSH,S.J,20,8,12,3,2,3.4,3.6,0,0,2.9,3.55,0.0961519,0.11841885
STL,MTL,23,13,10,4,2,4.478261,4.086957,0,0,3.130435,2.869565,0.1112148696,0.1002505652
TBL,SEA,5,4,1,0,1,4.2,4,0,0,4,1.6,0.1241472,0.0458266
DAL,CAR,31,18,13,3,3,3.709677,3.548387,0,0,2.935484,2.709677,0.1158635161,0.09307277419
MIN,CAR,22,14,8,6,2,4.136364,3.454545,0,0,3,2.909091,0.1147932727,0.088347
MIN,BUF,19,10,9,1,3,3.263158,3.473684,0,0,3.421053,2.526316,0.1096688947,0.08387452632
S.J,STL,62,30,32,9,3,4.370968,4.370968,7,10,2.66129,2.903226,0.09190301613,0.104900371
PIT,ANA,25,16,9,1,1,3.44,4.16,0,0,3.28,2.36,0.10295016,0.0855544
VAN,T.B,17,5,12,0,3,4.529412,4.235294,0,0,2.588235,3.352941,0.09625241177,0.1209042941
PHI,DET,29,20,9,4,1,3.965517,3.551724,0,0,3.275862,2.517241,0.110810931,0.08420086207
CGY,CAR,21,11,10,3,1,4.333333,3.761905,0,0,2.619048,2.666667,0.09143733333,0.081284
WPG,ANA,32,17,15,5,5,3.71875,4,0,4,3.125,2.90625,0.1048239375,0.09428515625
LAK,CBJ,4,3,1,1,1,2.75,2.75,0,0,3.75,2.75,0.09708625,0.10325125
OTT,L.A,18,8,10,1,3,4.055556,3.5,0,0,2.666667,2.833333,0.1020739444,0.09447833333
CAR,ARI,22,16,6,4,1,3.409091,4.090909,0,0,3.363636,2.545455,0.09992572727,0.09776786364
VAN,BUF,21,12,9,1,2,3.047619,3.285714,0,0,3.285714,3.238095,0.1042153333,0.1151432857
VAN,OTT,35,24,11,5,2,4.971429,4.771429,0,0,3.6,2.342857,0.1196709429,0.08081934286
T.B,MIN,19,7,12,2,2,3.684211,3.789474,0,0,1.947368,2.578947,0.06939031579,0.09921878947
VGK,OTT,10,9,1,2,0,3.1,3.4,0,0,4,2.6,0.1052755,0.0781823
TOR,SJS,4,2,2,0,1,2.75,3,0,0,3.25,2.75,0.10646775,0.09014
VGK,DET,9,4,5,0,1,2.666667,2.555556,0,0,3.111111,2.888889,0.1062704444,0.1061262222
TBL,NYR,12,6,6,2,0,4.75,4.583333,4,2,2.083333,2.75,0.06500091667,0.09352333333
SEA,NJD,4,2,2,2,0,4,4.25,0,0,2.5,3.25,0.07844075,0.111927
OTT,COL,22,8,14,2,3,3.590909,3.818182,0,0,3.090909,4.090909,0.1045144091,0.1446608182
VGK,PHI,11,6,5,1,0,2.818182,2.909091,0,0,2.545455,3,0.07892436364,0.1092752727
MTL,ARI,21,12,9,3,0,3.952381,3.666667,0,0,3.047619,2.761905,0.1015694286,0.1072305714
VAN,MTL,35,10,25,4,5,3.428571,3.628571,0,0,2.6,3.485714,0.08526177143,0.1105300286
COL,ATL,5,2,3,1,1,4.4,4.4,0,0,2.6,3,0.0815284,0.0988418
TBL,NJD,6,3,3,0,1,2.666667,3.166667,0,0,3.5,3.166667,0.1171858333,0.1038646667
SEA,FLA,5,3,2,0,0,3,3.6,0,0,3.4,2.8,0.113418,0.0927408
STL,EDM,44,28,16,2,4,3.681818,4.568182,0,0,3.340909,2.227273,0.1079199773,0.08453945455
TOR,COL,21,11,10,1,4,3.619048,3.761905,0,0,3.761905,2.904762,0.1282749524,0.09690033333
S.J,BOS,18,8,10,1,2,3.555556,3.333333,0,0,2.555556,2.888889,0.08385788889,0.1070003889
MIN,ATL,3,1,2,0,0,4.666667,3.666667,0,0,2.333333,3.333333,0.078927,0.1163273333
S.J,NYR,17,7,10,1,2,3,3.235294,0,0,3.235294,3.352941,0.1004369412,0.1141298824
BOS,ATL,11,10,1,1,0,5.636364,5.818182,0,0,3.909091,2.181818,0.1291725455,0.07439236364
SEA,NYI,4,2,2,0,0,1.25,1.25,0,0,2.25,2.5,0.072765,0.0835945
VGK,BOS,10,3,7,1,1,2.6,2.8,0,0,2.2,2.8,0.0766805,0.0855867
SJS,CBJ,4,1,3,0,1,2.25,2,0,0,3.75,4.75,0.12410625,0.14518675
LAK,BOS,4,1,3,1,0,3.25,4,0,0,1.75,4.5,0.05873325,0.16713075
PHI,CGY,21,10,11,3,5,3.666667,4.142857,0,0,2.666667,3,0.09635361905,0.096313
VGK,PIT,10,4,6,0,0,3.2,2.6,0,0,3.4,3.3,0.1107066,0.1106234
NJD,EDM,4,3,1,1,0,2.5,3.25,0,0,4.5,4,0.1312695,0.10822075
SJS,CAR,6,1,5,1,1,3.666667,3.166667,0,0,1.833333,3.166667,0.08054216667,0.08772216667
S.J,PHI,19,15,4,5,1,4,4.947368,0,0,3.631579,2.368421,0.1121125789,0.09100447368
STL,N.J,16,13,3,1,0,3.25,3.5625,0,0,3.1875,1.9375,0.1011220625,0.075387375
PHI,NSH,20,12,8,4,2,3.75,3.55,0,0,2.8,2.6,0.10043,0.0837711
VAN,VGK,3,0,3,0,0,1.666667,1.333333,0,0,1.666667,5,0.06436233333,0.1637806667
TBL,CGY,4,2,2,0,0,6,5,0,0,3,3,0.11128425,0.0833445
WSH,NYI,73,42,31,10,8,3.575342,3.356164,5,7,2.835616,2.547945,0.09675749315,0.08855363014
T.B,NYI,57,28,29,3,8,4.333333,4.403509,12,6,2.947368,2.578947,0.09246192982,0.08620445614
DAL,DET,43,26,17,8,2,4.023256,3.813953,0,0,3.209302,2.906977,0.1148324651,0.1045543721
NSH,DAL,70,31,39,6,7,4.185714,4.042857,2,4,2.442857,2.871429,0.0851126,0.1057346429
PIT,NSH,28,20,8,5,1,4.25,4.392857,4,2,3.071429,2.214286,0.1127380357,0.07718271429
S.J,NSH,44,20,24,4,5,3.772727,4.522727,4,3,2.636364,2.954545,0.08624045454,0.09867004545
WSH,MTL,52,34,18,7,5,4.211538,4.403846,3,3,3.365385,2.403846,0.1100766538,0.08066303846
N.J,DAL,22,10,12,3,4,3.636364,3.727273,0,0,2.681818,2.363636,0.09176213636,0.07843118182
BUF,ATL,11,5,6,2,4,6,5.727273,0,0,3.454545,2.727273,0.1111461818,0.09915027273
ARI,ANA,64,27,37,8,7,4.15625,4.46875,0,0,2.578125,2.953125,0.08774992187,0.09721445313
FLA,BOS,61,19,42,4,9,3.721311,3.622951,4,3,2.262295,3.163934,0.07460239344,0.09384491803
S.J,PIT,22,12,10,3,2,3.409091,4.045455,2,4,2.545455,2.318182,0.08172522727,0.08474859091
CHI,ARI,42,25,17,8,5,3.833333,4.095238,0,2,3,2.619048,0.08961519048,0.09417959524
OTT,ANA,22,11,11,6,1,3.818182,4.227273,0,0,2.136364,2.318182,0.06838668182,0.08073836364
PHI,FLA,42,21,21,3,2,5.119048,4.761905,0,0,2.714286,2.619048,0.08622959524,0.08487966667
WSH,ATL,18,12,6,1,0,4.833333,5.055556,0,0,3.666667,3.166667,0.1069409444,0.1112593889
STL,CGY,45,26,19,2,4,4.511111,4.177778,0,0,3.088889,2.711111,0.1080947778,0.09506988889
WSH,T.B,60,37,23,5,8,4.266667,4.183333,4,8,3.483333,2.716667,0.1092762333,0.09382948333
NYI,ARI,21,14,7,1,2,3.714286,3.619048,0,0,3,1.857143,0.1000024762,0.06003309524
OTT,MIN,22,9,13,2,3,3.863636,3.772727,0,0,2.727273,3.136364,0.1013373182,0.0996825
N.J,MTL,38,23,15,6,4,3.578947,3.552632,0,0,2.789474,2.394737,0.1011679737,0.0811481579
WPG,FLA,28,15,13,5,1,4.321429,3.75,0,0,3.678571,3.25,0.1166651429,0.1098059286
NSH,CBJ,50,32,18,6,4,3.4,3.44,0,0,2.98,2.32,0.09746586,0.08034598
MIN,CGY,52,25,27,5,7,3.884615,3.711538,0,0,2.461538,2.288462,0.09401648077,0.07854459615
EDM,ATL,3,1,2,0,1,5.333333,6.666667,0,0,3.333333,3.333333,0.1138713333,0.1059953333
VAN,FLA,22,10,12,1,3,3.727273,3.863636,0,0,2.727273,2.636364,0.08324095454,0.08162731818
VAN,CGY,80,37,43,8,10,4.75,4.675,2,4,2.9625,2.85,0.1085456125,0.091955625
NYR,BOS,56,27,29,6,2,3.803571,4.464286,1,3,2.410714,2.696429,0.08817675,0.08563585714
NSH,BUF,22,13,9,3,1,3.454545,3,0,0,3.045455,2.545455,0.09788763636,0.08886963636
WPG,MTL,39,17,22,6,2,3.897436,3.564103,0,4,2.717949,3.410256,0.09785066667,0.1103763333
PHI,NYI,74,45,29,12,8,4,3.662162,3,4,3.081081,2.72973,0.1045194595,0.091159
N.J,DET,24,10,14,2,2,3.666667,3.625,0,0,2.416667,2.916667,0.09695795833,0.1008676667
T.B,FLA,67,39,28,11,7,4.940299,4.58209,4,2,3.462687,3.074627,0.1141196716,0.1011217313
NYI,DAL,23,12,11,3,1,3.347826,3.695652,0,0,3.130435,3.434783,0.09798291304,0.1130563478
SEA,ANA,7,4,3,0,1,3.571429,3.571429,0,0,3.857143,3.714286,0.1293335714,0.1341255714
WPG,PIT,25,7,18,1,3,3.8,3.72,0,0,2.52,3.64,0.08970704,0.11032576
STL,DAL,74,41,33,11,7,4.378378,4.486486,8,7,2.72973,2.432432,0.1002993514,0.08936591892
S.J,COL,58,36,22,8,6,3.568966,3.982759,8,5,3.155172,2.603448,0.09989374138,0.09198546552
MIN,CBJ,36,21,15,6,3,3.583333,3.972222,0,0,2.611111,2.5,0.09249041667,0.0864235
WSH,COL,22,13,9,2,0,3.727273,3.863636,0,0,3.045455,2.863636,0.09339881818,0.1030594545
L.A,CBJ,33,21,12,4,2,4.060606,4.030303,0,0,3.060606,2.333333,0.1052474848,0.08746236364
PIT,MTL,54,31,23,7,4,3.574074,4.203704,4,7,3.203704,2.740741,0.09967611111,0.09762672222
S.J,ARI,56,36,20,11,3,3.821429,4.017857,0,0,2.875,2.553571,0.08516464286,0.0929755
N.J,NYI,57,28,29,3,4,3.684211,3.614035,0,0,2.315789,2.491228,0.0786555614,0.09077115789
TOR,N.J,37,22,15,8,7,4.054054,3.864865,0,0,2.972973,2.513514,0.1117674595,0.08519383784
OTT,DAL,21,11,10,4,1,3.904762,3.714286,0,0,3.285714,3,0.1193104286,0.08922657143
CAR,BUF,43,28,15,7,3,3.627907,3.744186,0,0,3.302326,2.72093,0.1018838372,0.09942251163
DET,ARI,41,25,16,7,6,4.243902,4.634146,8,3,3.390244,2.878049,0.1006769512,0.09701585366
T.B,BOS,63,28,35,3,3,4.444444,4.936508,12,6,2.761905,2.952381,0.1026996349,0.09948039682
NYR,MIN,24,12,12,2,1,2.791667,3.208333,0,0,2.916667,3.041667,0.1035298333,0.1050705833
EDM,COL,56,31,25,6,7,4.035714,3.75,0,4,3.25,2.982143,0.1072523571,0.09192221429
TOR,ANA,22,17,5,5,1,3.272727,4.590909,0,0,3.954545,2.363636,0.1189887727,0.077246
NJD,MTL,6,4,2,0,0,1.833333,2.166667,0,0,4.333333,2.833333,0.1200558333,0.1213936667
FLA,BUF,54,35,19,6,4,4.296296,4.277778,0,0,3.018519,2.518519,0.0937062037,0.08818359259
CGY,COL,59,34,25,5,3,4.118644,4.491525,1,4,3.101695,2.847458,0.1068992034,0.09630628814
MTL,FLA,54,28,26,7,1,4.296296,4.055556,0,0,2.962963,2.888889,0.09559451852,0.08873931481
TBL,BOS,8,2,6,1,1,3.75,4.25,0,0,2,3,0.068870125,0.093353875
TBL,MTL,8,7,1,2,0,4.25,3.875,0,0,4.125,2.625,0.12163275,0.104400375
WSH,PHI,68,36,32,7,9,4.588235,4.426471,4,3,3.132353,2.823529,0.1092614559,0.09474664706
S.J,CBJ,31,16,15,0,3,3.967742,4.83871,0,0,2.516129,2.709677,0.07776996774,0.09902612903
PIT,NYR,92,46,46,6,16,4.097826,4.119565,11,13,3.141304,2.836957,0.09883757609,0.09714327174
VAN,TOR,34,18,16,2,1,4.058824,4.117647,0,0,2.941176,3.058824,0.1037932353,0.09924605882
DAL,ARI,46,29,17,3,5,4.043478,4.130435,0,0,3.086957,2.304348,0.1031827174,0.07499480435
NYI,LAK,4,0,4,0,0,2.75,2.75,0,0,2,4,0.08349225,0.119368
NYR,NYI,72,36,36,5,4,4.138889,4.763889,0,0,2.819444,2.833333,0.08975338889,0.1013644722
S.J,DAL,42,26,16,5,1,4.071429,4.547619,0,0,3.02381,2.642857,0.09463983333,0.09689535714
OTT,FLA,53,26,27,2,4,4.622642,4.396226,0,0,2.792453,2.943396,0.0914095283,0.0942270566
STL,ANA,54,28,26,4,5,3.944444,4.12963,0,0,3.092593,2.648148,0.1046777778,0.1097512963
EDM,BUF,22,9,13,1,3,3.727273,3.727273,0,0,2.636364,3.272727,0.08339681818,0.1131684545
CBJ,CGY,38,19,19,5,7,4.210526,4.289474,0,0,2.710526,2.763158,0.09744671053,0.09247976316
TOR,CGY,33,19,14,4,1,3.545455,3.878788,0,0,3,2.909091,0.1027828788,0.1040263333
FLA,CAR,65,33,32,8,5,4.046154,4,4,0,2.815385,2.707692,0.09461946154,0.08806909231
TBL,OTT,9,5,4,0,0,4.555556,5.111111,0,0,3.333333,4,0.1168485556,0.1385551111
FLA,EDM,20,9,11,2,3,2.9,3.65,0,0,2.95,2.85,0.10037965,0.10181535
NYR,ANA,23,15,8,3,2,4.130435,4.217391,0,0,3.130435,2.347826,0.1018312609,0.08439956522
PIT,CAR,54,29,25,2,9,4,3.666667,4,0,2.944444,2.425926,0.09252872222,0.08221135185
WPG,OTT,34,17,17,1,2,3.823529,4.176471,0,0,3.058824,2.794118,0.09542194118,0.09354120588
NYR,EDM,23,12,11,1,3,3.652174,3.478261,0,0,3.26087,2.652174,0.1100491304,0.08733295652
PIT,EDM,21,14,7,3,3,3.714286,3.857143,0,0,3.095238,2.904762,0.09799952381,0.08677219048
N.J,NSH,16,7,9,4,3,3.25,3.375,0,0,2.8125,3.125,0.1029668125,0.10217275
MTL,CAR,43,19,24,3,5,3.860465,3.627907,0,0,2.581395,2.627907,0.08991,0.08178102326
PIT,MIN,23,16,7,3,0,4.043478,3.782609,0,0,3.478261,2.73913,0.106584913,0.09538086956
T.B,DAL,31,20,11,2,5,3.870968,3.580645,4,2,3.548387,2.580645,0.1325835484,0.09303351613
FLA,ANA,22,13,9,3,1,3.318182,3.954545,0,0,3.181818,2.5,0.1019012727,0.08083222727
SEA,CGY,8,1,7,0,0,3.625,3.375,0,0,2.625,4.375,0.108858125,0.124573
TOR,CBJ,35,17,18,2,4,3.257143,2.914286,2,3,2.971429,3,0.09477477143,0.09548865714
VGK,VAN,21,14,7,3,2,3.666667,3.52381,4,3,3.47619,2.952381,0.09487995238,0.1004147619
VAN,DAL,45,22,23,3,7,4.044444,4.577778,0,0,2.977778,2.644444,0.1054900667,0.09120837778
FLA,CBJ,38,18,20,5,5,3.210526,3.605263,0,0,3.078947,3,0.08642944737,0.09740260526
WPG,MIN,47,23,24,3,4,4.042553,4.042553,4,1,2.829787,2.787234,0.09889208511,0.09396793617
VGK,TOR,10,6,4,3,1,2.7,2.6,0,0,2.8,3,0.0932195,0.1075618
WSH,ANA,21,13,8,5,1,4.238095,4.52381,0,0,3.333333,3.238095,0.1026361905,0.128363381
NYI,CAR,62,21,41,6,9,3.564516,3.467742,2,8,2.693548,3.483871,0.09561045161,0.1110750968
NJD,ANA,4,3,1,1,0,4.75,4.25,0,0,2.75,2.25,0.06910175,0.0845415
TOR,NYR,46,20,26,6,8,3.521739,3.804348,0,0,2.630435,3.108696,0.08315204348,0.1007306522
VGK,ARI,25,17,8,4,0,3.28,3.28,0,0,3.16,2.28,0.09471876,0.08256124
NYR,DET,32,19,13,9,7,3.21875,3.125,0,0,2.625,2.03125,0.0812174375,0.0665659375
CAR,BOS,66,25,41,6,8,4.19697,4.30303,9,14,2.469697,3.015152,0.08327384848,0.09625871212
NJD,CAR,13,4,9,0,3,3.076923,3.076923,1,4,3,3.846154,0.1066328462,0.1292533846
PIT,CBJ,51,38,13,8,5,3.843137,4.27451,8,3,3.509804,2.470588,0.1043517059,0.07989952941
N.J,CAR,52,29,23,3,2,3.903846,3.538462,3,4,2.711538,2.384615,0.1005293846,0.08572332692
DET,COL,34,17,17,5,3,3.529412,3.676471,0,0,2.676471,2.941176,0.09174826471,0.09924876471
OTT,DET,39,19,20,3,5,4.435897,4.564103,0,0,2.846154,2.717949,0.09107641026,0.09220635897
WPG,EDM,40,22,18,9,1,3.475,3.425,4,0,3.05,3.125,0.0969963,0.102762325
PIT,DET,41,22,19,3,5,3.658537,3.463415,4,3,3.439024,3,0.1070750976,0.1033191951
NYR,BUF,52,34,18,9,4,3.5,3.115385,0,0,3.076923,2.25,0.1000171154,0.08268663462
WSH,PIT,86,42,44,9,12,4.534884,4.232558,12,14,3.081395,2.94186,0.1030548372,0.09511033721
NSH,ARI,47,24,23,5,3,3.468085,4.170213,2,4,2.659574,2.574468,0.08193629787,0.09242525532
PIT,NYI,83,49,34,15,9,4.86747,4.662651,6,10,3.337349,2.831325,0.1059536265,0.09467150602
DAL,COL,65,30,35,8,4,4.184615,4.123077,4,4,2.8,3.153846,0.09034758462,0.1046962
OTT,NYR,54,28,26,5,2,4.074074,4.018519,6,6,2.388889,2.388889,0.07852309259,0.07982455556
VGK,LAK,10,4,6,0,2,2.9,3.2,0,0,3.2,3.5,0.1105437,0.113147
NYR,MTL,57,25,32,4,4,4.45614,4.421053,8,4,2.421053,2.736842,0.08088087719,0.09144417544
EDM,CHI,48,18,30,2,4,4,3.4375,1,3,3.083333,3.75,0.1075149375,0.1128606042
WPG,VGK,26,10,16,2,3,3.615385,3.692308,2,8,3.153846,3.346154,0.1049174231,0.1070675
S.J,NYI,18,11,7,4,1,3.222222,3.111111,0,0,2.611111,2.666667,0.08423016667,0.09571794444
WPG,S.J,22,9,13,1,2,4.5,3.590909,0,0,2.818182,2.954545,0.1070101364,0.09151159091
WSH,FLA,60,31,29,5,10,4.333333,3.866667,2,4,3.316667,2.983333,0.1103601167,0.09617721667
MTL,BOS,80,34,46,5,12,4.7875,5.025,7,11,2.4375,2.8625,0.083137175,0.0921258125
MIN,COL,80,46,34,8,5,4.3,4.4,4,3,2.8125,2.725,0.098261575,0.0917944375
STL,DET,44,22,22,4,6,4.272727,4.068182,0,0,2.909091,2.931818,0.1029999091,0.09993047727
T.B,STL,19,6,13,1,3,3.578947,3.473684,0,0,2.421053,2.842105,0.08844478947,0.1011278421
OTT,CHI,20,6,14,3,3,4.4,3.75,0,0,2.6,3.8,0.09114945,0.1118062
S.J,N.J,19,11,8,2,1,4.368421,3.473684,0,0,3.052632,2.263158,0.09758457895,0.08879210526
EDM,ANA,62,25,37,7,8,4.241935,4.258065,3,4,2.741935,2.951613,0.08989109677,0.09567062903
WSH,NYR,92,49,43,10,6,4.445652,4.141304,17,15,2.706522,2.586957,0.09337198913,0.09231692391
MIN,DAL,70,29,41,7,9,4.057143,3.685714,4,8,2.728571,3.2,0.09671451429,0.1041798857
CBJ,COL,36,18,18,4,3,4.277778,4.166667,0,0,2.666667,3,0.08528830556,0.1030506111
WSH,EDM,21,12,9,1,3,3.666667,3.571429,0,0,3.095238,2.666667,0.1076716667,0.09404114286
NJD,DET,7,3,4,0,0,3.428571,3,0,0,3.142857,3.428571,0.1031424286,0.1241032857
TOR,BOS,82,36,46,9,7,3.707317,3.914634,9,12,2.682927,3.365854,0.09105395122,0.1034640854
TOR,EDM,35,25,10,4,2,3.657143,3.742857,0,0,3.657143,2.571429,0.1202558857,0.09116114286
VGK,SEA,9,8,1,0,0,3.333333,3.222222,0,0,3.777778,1.777778,0.1406655556,0.06176888889
STL,BUF,21,14,7,1,1,4.047619,3.190476,0,0,3.285714,2.190476,0.1108397619,0.0758992381
PHI,N.J,74,36,38,9,7,5.216216,4.824324,5,5,2.662162,2.824324,0.09836044595,0.1072772432
TOR,MIN,23,12,11,2,1,3.652174,3.565217,0,0,2.652174,2.347826,0.1007278696,0.08317469565
PIT,BOS,58,25,33,5,7,3.87931,4.068966,0,4,2.655172,3.034483,0.08835810345,0.09929072414
PIT,PHI,87,47,40,10,6,5.195402,5,10,8,3.425287,3.149425,0.1126677701,0.1096767471
BOS,ANA,24,9,15,2,2,3.791667,4.208333,0,0,2.583333,3.041667,0.08611875,0.1092197083
WSH,NSH,24,11,13,4,2,4.041667,4.041667,0,0,3.125,3.208333,0.1060952083,0.1144609583
DET,CHI,61,24,37,5,11,3.836066,3.770492,7,5,2.52459,3.065574,0.08135283607,0.1023081311
VAN,S.J,58,22,36,3,7,4.603448,4.051724,4,5,2.465517,3.172414,0.08609106897,0.1026558966
NSH,CGY,43,19,24,2,8,3.790698,3.860465,0,0,2.790698,3.023256,0.107119907,0.1050381628
TOR,OTT,74,40,34,8,8,4.040541,4.594595,0,0,3.256757,2.878378,0.1012670676,0.09783928378
LAK,CAR,5,1,4,1,1,3.2,4,0,0,3.2,4.8,0.108215,0.1920744
NJD,BUF,7,5,2,1,0,2.285714,3.142857,0,0,3.714286,3,0.1052078571,0.1110621429
WPG,VAN,35,25,10,2,1,3.314286,3.142857,0,0,3.171429,2.028571,0.1023987143,0.06946185714
WPG,CAR,28,16,12,4,0,4.142857,3.607143,0,0,3,2.714286,0.1088936071,0.093775
VAN,DET,34,13,21,4,5,4.294118,4.352941,0,0,2.735294,3.147059,0.09065191176,0.1037819118
STL,BOS,25,10,15,3,2,3.76,3.76,4,3,2.4,3,0.09568088,0.10584776
CHI,CAR,29,10,19,3,2,2.586207,3.034483,0,0,2.344828,3.206897,0.083527,0.09705348276
VGK,EDM,25,12,13,2,2,3.16,3.36,4,2,3.2,3.2,0.10453216,0.10339888
STL,NYI,22,10,12,2,5,3.727273,3.681818,0,0,3.136364,2.772727,0.1063327273,0.1088037273
MIN,DET,34,18,16,5,3,4.058824,3.911765,0,0,3.029412,2.970588,0.1154506765,0.09763032353
VGK,NJD,4,1,3,0,2,1.75,2.75,0,0,3,3,0.097475,0.09146525
NSH,BOS,22,9,13,3,3,4.045455,3.954545,0,0,2.272727,3.090909,0.08128186364,0.09904113636
TBL,CBJ,7,5,2,0,0,3.285714,4,0,0,4.285714,2.571429,0.1227221429,0.09438157143
SEA,ARI,7,5,2,1,0,4,4.857143,0,0,4.142857,2.714286,0.1202648571,0.1086507143
COL,CAR,24,13,11,3,3,3.625,3.75,0,0,2.666667,2.458333,0.09260466667,0.0743155
PIT,DAL,23,11,12,0,2,3.869565,4.173913,0,0,2.652174,2.26087,0.08814552174,0.08096186956
WPG,WSH,20,9,11,5,4,3.85,3.85,0,0,2.45,2.9,0.07492075,0.0979259
PIT,CGY,22,15,7,4,2,3.909091,3.727273,0,0,3,2.136364,0.09605977273,0.06805309091
MIN,L.A,45,22,23,7,7,3.888889,3.666667,0,0,2.644444,2.888889,0.1014008889,0.1044176
WSH,OTT,46,26,20,4,7,4.23913,3.608696,0,0,3.086957,2.652174,0.1040204783,0.08465604348
OTT,ATL,12,5,7,0,2,5.666667,4.75,0,0,3,3.416667,0.09976808333,0.11961425
NYI,MTL,41,16,25,5,3,3.536585,4.097561,0,0,2.487805,3.195122,0.08648568293,0.1060907561
